@relation large.json
@attribute id integer
@attribute owner string
@attribute content string
@data
18851,'','Bug 964117 - Test\n'
18850,'','Bug 998776 - Follow-up, update gaia_node_modules.revision\n'
18849,'','Bug 1004346 - [Home2] Update manifest name/icons\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1004346'
18848,'','Bug 1003960 - [Home2] Search Integration\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1003960'
18847,'','Bug 951075 - [Calendar] Day View_1.4 Visual Refresh r=gaye\n'
18846,'','Bug 971543 - [System2] Make Rocketbar instantiable\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=971543\r\n\r\n![screen shot 2014-04-30 at 2 40 29 pm](https://cloud.githubusercontent.com/assets/122602/2847583/182481cc-d0b0-11e3-9537-0c8205aa8463.png)\r\n'
18845,'','update tarako marketplace; 2014-04-30\n'
18844,'','Bug 1002304 - Restore state of BT for incoming file transfers\n'
18843,'','Bug 1004138 - Add a step to cleanup_data to eliminate remembered networks\n'
18842,'','Bug 864395 - Correctly test send perf data checkbox;\nIn the Settings app test for "share performance data", if the box is already checked because the setting was already turned on, we should uncheck it first.'
18841,'','Bug 991297: stop camera stream while previewing photos and videos\n... and add a spinner while the camera is starting up'
18840,'',"Bug 1004099 - FxA Settings app - remove refs to 'accountId', replace with 'email'\nAs always, comments and discussion are in the bugzilla bug\r\n\r\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1004099"
18839,'',"Bug 1003993 - FxA System app - remove refs to 'accountId', replace with 'email'\n"
18838,'','Bug 980496 - Change the default profile folder used in bin/gaia-test and...\n... leverage PROFILE_FOLDER r=bkelly'
18837,'','Bug 1003937 - Remove the hard-coded timeout when connecting to WiFi in the settings app object\n'
18836,'','Bug 1003874 - [FTU-Separation] Move import connectors to shared\n'
18835,'','Bug 1003771 Move distribution_tablet/homescreens.json to apps/homescreen/build/tablet/\n'
18834,'','Bug 988259 - Follow-up, update gaia_node_modules.revision\n'
18833,'',"Bug 993161 - Ensure the value of 'ril.iccInfo.mbdn' is valid when starting up r=jaoo\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=993161"
18832,'','Bug 1003853 - Use remembered is_desktop_b2g property rather than marione...\n...tte.instance'
18831,'','Bug 1003746 - Fix the tap_subject() method of email apps\n'
18830,'','Bug 995954 - Dont show error if customisation file doesnt exist. r=yurenju\n'
18829,'','Bug 1000277 - [e.me] [Tarako] New API key for Tarako [r=me]\n'
18828,'',"Bug 988171 - Use a local variable 'bluetooth' in function scope for Blue...\n...toothManager to short its life cycle."
18827,'','Bug 1003774 - [FTU-Separation] Move local oauth redirect files\n'
18826,'','Bug 1003752 - [VR][Contacts] Select all and Deselect all buttons shouldn...\n...t appear in Delete contacts screen'
18825,'','Bug 1003768 - Use |adb shell cat| instead of |adb pull| +shepherd\n'
18824,'','Bug 996866 - [B2G][Facebook][Contacts] Update Imported Friends button do...\n...es not sync profile photo'
18823,'','Bug 1003757 - Fix intermittent failure of test_export_contacts_to_sdcard\n'
18822,'','Bug 1003740 - xx Contacts removed message is no longer hidden after dele...\n...ting all contacts'
18821,'','Bug 998776 - [Follow up of Bug 991446] Fix the broken coverage result on console\n'
18820,'','Bug 1003734 - Fix the locators of gallery apps\n'
18819,'','Bug 1003733 - Border radius is displayed before images are loaded in all...\n... lists (main list, import and link)'
18818,'','Bug 997064: Do not call navigator.mozFMRadio from system app.\n'
18817,'','Bug 1003714 - Fix failure in test_export_contacts_to_sdcard\n'
18816,'','Bug 988259 - [TestAgent] The "small screen" css is broken\n'
18815,'','Bug 983070 - [Message][UI Test] The received message should not causes m...\n...essage thread to open in the thread list view.\r\n\r\nUplift from master\r\nBug 1003709 - [v1.4] Uplift fix for test_sms_to_dialer.py'
18814,'','Bug 1003411 - [functionaltest] Investigate and/or fix test_gallery_view....\n...py'
18813,'',"Bug 1003672 - Find app by it's first 15 letters in b2g-ps +shepherd\n"
18812,'','Bug 973440 - [settings] refactor Screen lock panel with AMD pattern\n'
18811,'',"Bug 1001724: don't use distorted EXIF previews, generate thumbnails more efficiently, enable previews of large jpegs\n"
18810,'','Bug 998118 - Dont display crashed background tabs. r=benfrancis\n'
18809,'','Bug 1002531 - Add semi transparent scrim to rocketbar\n'
18808,'','Roll up v1.4 branch commit for bug email bugs 838843, 882917, 796474\nBug 838843 - [email] email search does not update as headers are modified or deleted, allows user to still see and fail to display deleted messages. r=mcav\r\nland https://github.com/mozilla-b2g/gaia-email-libs-and-more/pull/296\r\n\r\nBug 882917 - [email] "Body" search of HTML messages regressed by worker thread migration. r=mcav\r\nland https://github.com/mozilla-b2g/gaia-email-libs-and-more/pull/297\r\n\r\nBug 796474 - [email] quasi-infinite scroll may hitch under OMTC; consider using absolute positioning with virtual coordinate space r=asuth'
18807,'','Bug 1003409 - [Home2] Icon movement is too slow in edit mode\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1003409'
18806,'',"Bug 1003036: don't save fractional pixels sizes for gallery preview images\n"
18805,'','Bug 1003365 - [Camera] Mismatching file names in Makefile if statement\n'
18804,'','Bug 1001363 - Add Fulah / Pulaar-Fulfulde (ff) input method for Gaia\nAdding Fulah/Pulaar-Fulfulde (ff) input method in Gaia. The French and English input system are also provide for Fulah(ff) locale.'
18803,'','Bug 965486 - [Camera] Build time configuration system\nIt allows to specify an external js/config/app.js file.\r\nThe file is copied over the original one in the repo'
18802,'','Bug965486v1.4\n'
18801,'','Bug 986206 - Bump mocha tbpl reporter to use mocha fork\n'
18800,'','Bug 1002593 - Get Gallery changes for bug 989290 and bug 1003036 into master\nThis PR is for getting the gallery and shared changes for bug 989290 into master. Does not include any makefile or camera changes for bug 989290.\r\n\r\nAll gallery unit tests are passing locally with these changes.'
18799,'','Bug 988670 - [Camera][Madai] Behavior when leaving camera while in previ...\n...ew mode and hitting home button needs to be reconsidered'
18798,'','Bug 999171 - Implement a progress indicator to show progress when the\nviewfinder has not loaded'
18797,'','Bug 1003256 - Improve wait for email notification in test_receive_active...\n..._sync_email'
18796,'','Bug 1001422 - Enable "image.mozsamplesize.enabled" for DEBUG=1 profiles ...\n...r=yurenju'
18795,'','Killsettings\n'
18794,'','Bug 989987 - [IMPORT] Move Live sync to shared\n'
18793,'','Bug 995116 - [Tarako][MMS][Gallery] SMS/MMS OOM after attach a large pix...\n...el picture from gallery r=azasypkin\r\n\r\nThis patch does the following changes:\r\n\r\n* we use -moz-samplesize to decode the images to resize them\r\n* we try to free data more aggressively'
18792,'','Bug 995116 - [Tarako][MMS][Gallery] SMS/MMS OOM after attach a large pix...\n...el picture from gallery\r\n\r\nThis patch does the following changes:\r\n\r\n* adding an image to a composer that contains already other images needs to\r\n  resize all images. With this patch, we do this sequentially. (already in\r\n  master)\r\n* we use -moz-samplesize to decode the images to resize them\r\n* we try to free data more aggressively'
18791,'','Bug 989986 - [IMPORT] Move Gmail sync to shared\n'
18790,'','Bug 1003191 - Use mozL10n.once in the fl app\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1003191'
18789,'',"Bug 1003184 - Don't set document's lang and dir in FMRadio\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1003184"
18788,'','Bug 1003158 - gaiatest: update minimum required mozdevice version to 0.3...\n...4 to use new logic'
18787,'','Bug 990214 - Remove clearing of /data/local/webapps from cleanup_data to...\n... unblock runs on Inari'
18786,'','Bug 1003089 - Skip test_receive_call.py if the Plivo credentials are not...\n... present'
18785,'','Bug 1001422 - Enable "image.mozsamplesize.enabled" for DEBUG=1 profiles ...\n...r=yurenju'
18784,'','Bug 1000132 - [Building Blocks] Split headers.css to demo @import\n'
18783,'','Bug 886754 - Add highlighting to Contact Search results\n'
18782,'','The cursor in To filed is shown in second place r=julien\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=999944'
18781,'',"Bug995940 No 'data-l10n-id' for ./elements/sim_manager.html: <h2>SIM settings</h2>\nNo 'data-l10n-id' for ./elements/sim_manager.html: <h2>SIM settings</h2>"
18780,'','Bug 995940 - add missing l10n-id\n'
18779,'','Bug 886754 - Add highlighting to Contact Search results\n'
18778,'','1000050-changing section class name\nMozilla Url:https://bugzilla.mozilla.org/show_bug.cgi?id=1000050'
18777,'',"Bug 1000691 - remove APZ option for 1.3t r=crh0716\nSince we don't want user to enable APZ on this low-end device."
18776,'','Bug 966830 - [User story] Add touch focus to the camera\n'
18775,'','Bug 999475 - Allows overloading SETTINGS_PATH with env variable\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=999475'
18774,'','Bug 997601 - Save the caller id preferece across reboots r=jaoo, a=1.3T+\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=997601'
18773,'',"Bug 1002932 - [email] cookie cache no longer working with GAIA_OPTIMIZE=1\nSwitch to using a global, HTML_COOKIE_CACHE_VERSION, set up in html_cache_restore.js, and only modify that one global in that one file.\r\n\r\nI have a strong aversion to globals, but since this value is used before we have a module system available, and because we want the value to be the same there as well as in the html_cache.js file, the global makes sense. This also avoids issues with minification trying to rename it, and means we only need to stamp one file in make_gaia_shared.js.\r\n\r\nHow I verified the fix:\r\n\r\n   make install-gaia GAIA_OPTIMIZE=1 APP=email\r\n\r\nthen in build_stage/email, I make sure that js/mail_app.js still has a HTML_COOKIE_CACHE_VERSION reference in the 'html_cache' module (so it survived minification) and that in js/html_cache_restore.js, the HTML_COOKIE_CACHE_VERSION value is stamped with the digest generated from the source files.\r\n\r\nIt also worked on the device. :)\r\n\r\nIf you want to test this locally, you will want to get the l10n.js fix that is in [bug 1002920](https://bugzilla.mozilla.org/show_bug.cgi?id=1002920). This bug is not dependent on that fix, however, to see that the constant survives minification, that fix is necessary for mail_app.js to be minified on master at the moment.\r\n"
18772,'','Bug 1002908 - [Camera] Split config into config-default and config-user\n'
18771,'','Bug 1002920 - l10n.js use of for...of does not work with uglifyjs and email minification\nUses plain old "for" loops instead.'
18770,'','Bug 951084 - Keep the same color of tab items on :active status.\nPlease refer to https://bugzilla.mozilla.org/show_bug.cgi?id=951084#c31.'
18769,'','Bug 990435 - [tarako] the two homescreens randomly overlapped with each other after wake up from sleep\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=990435'
18768,'','Bug 1002413 - [Build] Refactor webapp-zip.js \nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1002413'
18767,'','Bug 973445 - [settings] refactor Sound panel with AMD pattern \n'
18766,'','bug 1002293 Remove need for sudo on Travis CI\nThis pulls in the changes from the commit mentioned in the [BugZilla bug](https://bugzilla.mozilla.org/show_bug.cgi?id=1002293) and goes together with mozilla-b2g/travis-project-jobs#3.'
18765,'',"Bug 1002772 - Don't set document's lang and dir in Homescreen\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1002772"
18764,'','Bug 995475 - [B2G][Camera]User attempt to adjust Zoom slider negatively ...\n...affects Options icon performance intermittently'
18763,'','Bug 1002658 - E-mail application sends IMAP password for SMTP.\n'
18762,'','Bug 1002501 - Regression: Incorrect background colour of disabled back/forward buttons\n'
18761,'','Merge pull request #18698 from nullaus/bug999511\nbug 999511(cherry picked from commit 725a23802708eb70e3d7e8a2ce7179adbac806e4)'
18760,'','Bug 1002421 - [Tarako][Email]Attachment exceeds 1MB, file name and warni...\n...ng string will overlap.'
18759,'','Bug 1002625 - Clean up bootstrap mozL10n API use in Music\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1002625'
18758,'',"Added fastclick.js to test issue with fake 'click' events.\n"
18757,'','Bug 1002494 - Split yocto from gaiatest out into separate file r=rwood\n'
18756,'','Bug 998972 - [System] Use a new string for voicemail SIM notifications. r=etienne\n'
18755,'','Bug 1002541 - Bump gaiatest version to 0.23 and release to PyPI\n'
18754,'','Bug 1002505 - followup to 990976 - Move IMPORT related files to shared\n- search.js\r\n- friend_list.js\r\n- css files'
18753,'','Bug 1002498 - Use mozL10n.once in Ringtones\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1002498'
18752,'','Bug 1001212 - Cannot preinstall a packaged app that has a mini-manifest using a package_path that is a relative path\n'
18751,'','Bug 1000984 - [Camera] Pinch-to-zoom gesture should be attached to the |...\n...window| object in the DOM'
18750,'','Bug 1003725 - [FTU-separation] Move import.html and related resources to shared/pages/import\n'
18749,'','[Bug 1002470] Support for extra page on left [r=ranbena]\n'
18748,'','[Video]Bug 1002445 - [video]Seekbar moves in player pause state r=john hu\n\r\nMozilla URL:\r\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1002445'
18747,'','Bug 1002465 - test_browser_play_you_tube.py - wait for the elements to b...\n...e displayed rather than present'
18746,'','Bug 1001453 - Clean up bootstrap mozL10n API use in Wappush\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1001453'
18745,'','Bug 999370 - [Tarako][DSDS][STK] Add DSDS STK support to Tarako branch\n'
18744,'','Bug 995187 - Call log is not showing the full phone number\n'
18743,'','Bug 982949 - [Settings] use filepath as id to display the tone names in the sound region\n'
18742,'','Bug 1001370 - Add a new type of shared element (pages) for the build sys...\n...tem'
18741,'','Bug 985331 - [Keyboard UX update][User Story] Long press spacebar to\ndismiss keyboard.'
18740,'','Bug 996522 - [NFC] reset currentURL to null in Homescreen. r=alive\n'
18739,'','Bug 1002406 - [Tarako][Bluetooth] Pairing dialog(attention screen) cannot be close after run on monkey test\n* Check module is existed or not before call the method.'
18738,'','Bug 993952 - Position inactive keyboards off screen instead of display: none\n- Move panels fully out of viewport'
18737,'','Bug 1000733 - Remove screen reader from the developer menu\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1000733'
18736,'','Bug 1002316 - Homescreen event should be caught by sound manager\n'
18735,'','Bug 968744 - Update test_receive_active_sync_email to check for incoming...\n... notification'
18734,'','Bug 1002377 - [Stingray] A template for the homescreen-stingray app\n'
18733,'','Bug 1001488 - [B2G][Contacts] Unable to import SIM card contacts in Cont...\n...acts app or FTU'
18732,'','Bug 998914 - [v1.3][Settings] Cannot preselect the APN correctly if ther...\n...e are several APNs with the same carrier name (follow-up bug 991628)\r\n\r\nSee bug https://bugzilla.mozilla.org/show_bug.cgi?id=998914 please.'
18731,'','Bug 999413 - clean useless files when execute make\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=999413'
18730,'','Bug 995128 - Suggestion list should use the building block action menu\n- Move the suggestion-item to an HTML import\r\n- Prefix all classes used for JS DOM selection\r\n- Remove the transition when the overlay opens since it was not visible on device\r\n- Reorganise the test file to separate SuggestionBar and SuggestionList tests\r\n- Add some new tests\r\n- Move suggestion bar related styles out of keypad.css\r\n- Used the BEM syntax for classes'
18729,'','Bug 1002356 - Fix failure in test_setup_and_send_imap_email.py\n'
18728,'','(WIP) Bug 999356 - Send notification when receiving session ended USSD string ...\n...instead of rendering in dialer\r\n\r\n**WIP**\r\n\r\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=999356'
18727,'','Bug 997578 - [1.4] Answer incoming call after hanging up active call, a=...\n...1.4+'
18726,'','Bug 1002342 - Update test_setup_and_send_imap_email.py to check for inco...\n...ming notification'
18725,'','Bug965486\n'
18724,'','Bug 997595 - [NFC] Long press home button still can work while NFC is pa...\n...iring'
18723,'','Bug 950673 - Delay animationend event until active app loaded.\n'
18722,'','Bug 999574 - Runapp CLI argument fails to display application\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=999574'
18721,'','Bug 1002264 - [System] Remove System.publish function r=alive\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1002264'
18720,'','Bug 1002247 - [System2] AppAuthenticationDialog fixes\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1002247\r\n\r\n![screen shot 2014-04-27 at 2 37 13 pm](https://cloud.githubusercontent.com/assets/122602/2812382/258d2728-ce54-11e3-93b7-f602f23a1c67.png)\r\n'
18719,'','Bug 876825 - Mixed LTR & RTL content support in text input fields and textarea\n'
18718,'','Bug 995350 - [SMS] - Display Save button for attached image file name having hidden directories ".gallery/".\n'
18717,'','Bug 981928 - Update headers with new font only\n'
18716,'','Bug 1001972 - [l10n][en-US] Typography consistency for 2.0\n'
18715,'','Bug 1001901 - [ftu] remove unused localization strings from Firefox OS 2.0\n'
18714,'','[System2] Instantiable Places\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=971539\r\n\r\n![screen shot 2014-04-27 at 2 45 15 pm](https://cloud.githubusercontent.com/assets/122602/2812401/3edf76bc-ce55-11e3-9525-84210c312293.png)\r\n\r\n'
18713,'','Bug 1001888 - JSHint fixes for shared/js/test/unit\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1001888'
18712,'','Bug 1001883 - [costcontrol] remove unused localization strings from Firefox OS 2.0\n'
18711,'','Bug 1001856 - [settings] remove unused localization strings from Firefox OS 2.0. r=evelyn\n'
18710,'','Bug 964580 - use traditional Chinese name instead of simplified\n'
18709,'','Bug 963234 - Switch to mozNotificationEvent\n'
18708,'','Add previously undocumented update status.\nSee http://mxr.mozilla.org/mozilla-central/source/b2g/components/UpdatePrompt.js#80'
18707,'','Bug 1001817 - [email] remove unused localization strings from Firefox OS 2.0\n'
18706,'','Bug 1001625 - Create a unified build flag to enable all haida features and preferences\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1001625'
18705,'','[Bug 1001220] [l10n][2.0] Merge test locales in Github for developers\n'
18704,'','bug 1001704 - app for import/export of apps via SD card, r=fabrice\nWIP patch\r\n\r\nBasics in place:\r\n\r\n* List installed apps, touch to export\r\n* List apps detected in backup/apps on SD card, touch to import\r\n\r\nTODO:\r\n\r\n* Needs to hook up to the not-yet-landed import/export APIs\r\n* Needs some styling improvements\r\n* Tests\r\n* Error handling\r\n* Confirmation prompts?'
18703,'','Bug 999574 system runapp redux 3\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=999574'
18702,'','Bug 996092 - [Clock] Use hardware buttons to dismiss/mute alarms. r=mill...\n...ermedeiros'
18701,'','test intermittent failure\n'
18700,'','Bug 989026: reduce photo size before editing on Tarako\n'
18699,'','Bug 895438 - making status bar icons accessible to a screen reader.\n'
18698,'','bug 999511\n* Do not use gecko provided title if it contains the origin of the URL of the application.\r\n\r\nr=?'
18697,'','Bug 846909 - Inject performance helper atom with marionette\n'
18696,'','Bug 1001568 - [Clock] Refactor AlarmsDB and Alarm.\n'
18695,'','Bug 996232 - [B2G][Email] Downloading large attachments will result in t...\n...he e-mail app being killed.'
18694,'','Bug 1000047 - Hardening the callscreen against a transition end race.\n'
18693,'','Bug 994077 - [Camera][Hamachi] Long wait for initial preview stream\n'
18692,'',"Bug 1001530 - [Camera][Perf] Don't block startup waiting for activities\n"
18691,'','Bug 1001224 - Update gaia-node-modules to latest\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1001224'
18690,'','Bug 1001467 - [Messages] Background message deletion. r=julienw\n'
18689,'','Bug #996527 - Contacts sharing fixed\n'
18688,'','995116 attachment reduce memory\n'
18687,'','Bug 1000062 - Delete some more redundant tests\n'
18686,'','Bug 1000062 - Delete some more redundant tests\n'
18685,'','Bug 939174 - [User Story] Edge Gesture Tutorial Outside of FTE\n'
18684,'','Bug 993188 - Clean up mozL10n.ready (re-landing)\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=993188#c27'
18683,'','Bug 995187 - [1.4]Call log is not showing the full phone number\n'
18682,'','Bug 995605 - [Sora][Message][MMS]Can\'t add the text in content when forw...\n...ard a media MMS r=schung\r\n\r\nThe issue is that in compose.js, "pointer-events: none" is added after it\'s\r\nremoved, in this case.\r\n\r\nThis patch ensures that SMIL.parse always calls the callback in an asynchronous way,\r\nso that the caller does not have any surprise.'
18681,'','Bug 1001370 - Add a new type of shared element (pages) for the build sys...\n...tem'
18680,'','Bug 1000895 - Clean up bootstrap mozL10n API use in System\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1000895'
18679,'','Update the module dep\n'
18678,'','Bug 996569 - Importing FB contacts is soooooooooooooooooooo slow\n'
18677,'',"Bug 1000859 - Add Xhosa xh locale\nBug 1000859 - Add Xhosa 'xh' locale to Gaia "
18676,'','Create media queries for tablet in modals BB\n'
18675,'','Bug 1000050 - pick & crop view title bar Color change\nMozilla Url : https://bugzilla.mozilla.org/show_bug.cgi?id=1000050'
18674,'','Bug 997578 - Answer incoming call after hanging up active call\n'
18673,'','Bug 1001326 - Split out GaiaApp/GaiaApps python classes into their own f...\n...iles'
18672,'','Bug 1001292 - Split out GaiaApp/GaiaApps python classes into their own f...\n...iles'
18671,'',"Bug 796474 - [email] quasi-infinite scroll may hitch under OMTC\nThis pull request supersedes the previous one for this issue:\r\nhttps://github.com/mozilla-b2g/gaia/pull/18345\r\n\r\nThis one is similar in concept, but the vscroll module no longer uses the larger NodeCache approach, and just uses a simpler, direct cache of message item nodes. The outside API to vscroll stayed the same, so the rest of the pull request is the same, except for message_list's loadNextChunk, where there is an extra guard around the requestGrowth call.\r\n\r\nAs the UI is the same, carrying the ux-review+ over from the previous pull request.\r\n"
18670,'','Bug 968661 - Extract new build module webapp-shared.js from webapp-zip.j...\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=968661'
18669,'','Bug 996232 - [B2G][Email] Downloading large attachments will result in t...\n...he e-mail app being killed. r=asuth'
18668,'','Bug 1001314 - Misaligned checkboxes and texts in search mode within mult...\n...iple selection'
18667,'','Bug 995116 - [Tarako][MMS][Gallery] SMS/MMS OOM after attach a large pixel picture from gallery\n- Avoid image resizing tasks executed at the same time\r\n- Use moz sample size for jpeg image for less memory consumption while image resizing'
18666,'','Bug 995458 - Only calls the last callback of an async operation r=jaoo, a=1.3t\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=995458'
18665,'','Bug 968087 -[Cost Control] Refactor and simplify Cost Control start-up p...\n...rocess'
18664,'',"Bug 988782 - Allow keyboard settings page manages it's own life\n"
18663,'','Bug 981582 Resend option should only apply for outgoing error message r=julien\n'
18662,'','Revert "Bug 992948 - Use the telephony-call-ended sysmsg to record calls...\n... in the calllog"\r\n\r\nThis reverts commit 28716364c7a9e43e6911c74e3f80ab37af0422b7.'
18661,'',"Bug 988782 - Allow keyboard settings page manages it's own life\n"
18660,'','Bug 993273 - Ensure FxA dialog is created hidden +shepherd\n'
18659,'','Bug 846909\nAnd attempt that fail.'
18658,'','Hide start page before showing task manager\n'
18657,'','Bug 980638 - Show error message on forgot password click in FxA during FTU\n'
18656,'','Dont load mozilla.org when opening rocketbar browser\n'
18655,'','Fixed comments. Added null-check in fromUTF8().\nI have also added null-check for fromUTF8(str), similar to 89343bb0c1ed7b16b1b1593691663ce68044d168. '
18654,'','Bug 995299 - Implementing Async UI for saving contacts\n'
18653,'','Bug 1001049 - use specific version of marionette apps\n'
18652,'',"Optimize render time of apps in e.me\nBased off of #18596. Just look at the last commit. This is a work in progress!\r\n\r\nThis patch makes rendering the apps in e.me faster. A comparison video is here: http://youtu.be/KGB6PBCCy0g. On the left you see Tarako running e.me version from #18596, on the right this version. All the time between the moment the horizontal rule appears, up until the moment all apps are displayed is wasted on creating canvases and preloading images etc. We can drastically bring that down as the video shows. Video is taken right after startup of device, nothing preloaded.\r\n\r\nSecond thing is that we wait until all apps are loaded in a category before displaying. Before it could happen that apps start popping up one by one which didn't look nice.\r\n\r\nIt's not pixel perfect, but it works pretty well. All categories in e.me work (marketplace / static / cloud / etc.)."
18651,'','Bug 1000334 - Adjust b2g_start to work for v1.3 as well\nThis change allows the current gaiatest to work with v1.3 as well.'
18650,'','Bug 986206 - Fork mocha :(\n'
18649,'','Bug 997019 - Implementing a Sync UI for picture taking\n'
18648,'','Show google search link if < 2 places results\n...s'
18647,'','Bug 999553 - Reenable most disabled unit tests on TBPL r=jgriffin\n'
18646,'','Bug 999553 - Reenable most disabled unit tests on TBPL r=jgriffin\n'
18645,'','Bug #996527 - Contacts sharing with NFC fixed\n'
18644,'','Bug 1000874 - Clean up bootstrap mozL10n API use in FindMyDevice\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1000874'
18643,'','Bug 1000866 - Clean up bootstrap mozL10n API use in SMS\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1000866'
18642,'','Bug 1000860 - Clean up bootstrap mozL10n API use in Setringtone app\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1000860'
18641,'','Bug 1000852 - Clean up bootstrap mozL10n API use in Video\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=1000852'
18640,'','Bug 997045 - Lock the marionette-apps version to 0.3.3 before we figure\nout the gaia-node-modules is ok.'
18639,'','Bug 1000454 - [B2G][1.4][Gaia]: The timestamp for a file downloaded a we...\n...ek ago is missing on all languages'
18638,'','Update node modules for Bug 997045\n'
18637,'','Bug 1000812 - Move stuff left in test_apps to dev_apps\n'
18636,'','Bug 997290 - Dismiss keyboard on cardview is opening\n'
18635,'','Bug 994533 - [Sora][WIFI] The return button display error in wifi page\n'
18634,'','Bug 994533 - [Sora][WIFI] The return button display error in wifi page\n'
18633,'','Bug 1000523 - Start p-sensor when the call is dialing +shepherd\n'
18632,'','Bug 991114 - [Contacts] Invalid text when user delete multiple contacts\n'
18631,'','Bug 999569 [NFC] Initialization test cases for NfcManager r=allstars.chh\n'
18630,'','[Bug 999944][sms]The cursor in the To field is shown in second place but...\n[Bug 999944][sms]The cursor in the To field is shown in second place but the letter entered is added before the cursor(in first place'
18629,'','Bug 991141 - Look and feel for edit mode (list in select mode used for deleting)\n'
18628,'','[Bug 1000084]cursor behavior while deleting a recipient is wrong\n[Bug 1000084]cursor behavior while deleting a recipient is wrong'
18627,'','Bug 982949 - [Settings] use filepath as id to display the tone names in the sound region\n'
18626,'','Bug 999327 - Put all window to background while callscreen opening\n'
18625,'','Bug 999545 - Callscreen app needs write access to settings\n'
18624,'','Bug 999965 - enable DSDS tests via manifest with the Flame device name\n@zacc Could you help to review this? Thanks.'
18623,'','Bug 973454 - [settings] refactor App permissions panel with AMD pattern\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=973454'
18622,'','Update chai.js\n'
18621,'',"Bug 989742 - [Tarako][Settings][Bluetooth] Unable to pair devices when aforeground app(not Settings app) is running.\nThe patch here is pull request for Gaia/master. And it's referenced from https://github.com/mozilla-b2g/gaia/pull/18522 . "
18620,'','Bug 950673 - Run the patch on Travis.\n'
18619,'','Bug 999574 - Runapp CLI argument fails to display application r=alive\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=999574'
18618,'','Bug 996141 - Put browser app in foreground when it invokes activity\n'
18617,'','Bug 959983 - NFC: There should be an icon for NFC on the status bar\n'
18616,'','Bug 951084 - [Calendar] Today button design\nVisual refresh for today button.\r\nThis patch depends on the patch of Bug 972871, because the today vector icon is in the patch for Bug 972871.\r\nhttp://bugzil.la/951084'
18615,'','Bug 998776 - Follow-up, update gaia_node_modules.revision\n'
18614,'','Bug 988080 - Update copy for FxA FTE post-signup screen\n'
18613,'','Bug 1000496 - [B2G][Clock]Deleting an alarm then killing the clock app a...\n...nd relaunching it causes the deleted alarm to reappear.'
18612,'','Bug 1000511 - [B2G][Clock]Time section is blank when creating a new Alar...\n...m until drop down is selected.'
18611,'',"Bug 972871 - [Calendar] custom font with vector icons used by visual refresh r=gaye\nthis patch contains *most* icons needed by calendar visual refresh (maybe all icons)\r\n\r\nwe will use the custom font during visual refresh development and profile the performance afterwards. (we are aware of perf penalty on app startup - Bug 951593)\r\n\r\n![screen shot 2014-04-23 at 20 00 17](https://cloud.githubusercontent.com/assets/155633/2784372/bc1fb6ae-cb3b-11e3-94cd-d63d087f2058.png)\r\n\r\ndecided to save the icomoon JSON instead of SVG font since it's easier to import and contains extra data."
18610,'','Bug 985457 - [Home2] App grid division styling\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=985457'
18609,'','Bug 989442 - Add getAssertion to fxa_client api\n'
